unique_id,ds,y,y_hat_naive2
D105,1972-10-06,10853.2,11046.965846946103
D105,1972-10-07,10855.8,11046.01598617625
D105,1972-10-08,10923.7,11061.630464072183
D105,1972-10-09,10954.1,11066.2
D105,1972-10-10,10945.9,11083.252878578352
D105,1972-10-11,10912.6,11077.297846138645
D105,1972-10-12,10924.8,11053.173102518042
D105,1972-10-13,10878.9,11046.965846946103
D105,1972-10-14,10874.4,11046.01598617625
D105,1972-10-15,10904.4,11061.630464072183
D105,1972-10-16,10936.6,11066.2
D106,1972-10-03,957.95,957.9893923694278
D106,1972-10-04,957.95,957.580094732918
D106,1972-10-05,957.95,958.476650425061
D106,1972-10-06,958.46,958.2578574437287
D106,1972-10-07,967.87,957.9958046620148
D106,1972-10-08,967.87,958.7202688103941
D106,1972-10-09,967.87,957.95
D106,1972-10-10,967.87,957.9893923694278
D106,1972-10-11,954.33,957.580094732918
D106,1972-10-12,955.74,958.476650425061
D106,1972-10-13,957.32,958.2578574437287
D106,1972-10-14,970.71,957.9958046620148
D106,1972-10-15,970.71,958.7202688103941
D106,1972-10-16,987.8,957.95
D107,1972-10-03,950.5,950.4642136663714
D107,1972-10-04,950.5,950.1368135061623
D107,1972-10-05,950.5,951.063954633159
D107,1972-10-06,951.0,950.9060190771468
D107,1972-10-07,960.34,950.6284607461401
D107,1972-10-08,960.34,951.2933784014878
D107,1972-10-09,960.34,950.5
D107,1972-10-10,960.34,950.4642136663714
D107,1972-10-11,946.9,950.1368135061623
D107,1972-10-12,948.3,951.063954633159
D107,1972-10-13,949.87,950.9060190771468
D107,1972-10-14,963.16,950.6284607461401
D107,1972-10-15,963.16,951.2933784014878
D107,1972-10-16,980.11,950.5
D108,1972-07-10,1319.99,1311.971206158878
D108,1972-07-11,1319.99,1311.82527814592
D108,1972-07-12,1319.99,1311.588616895216
D108,1972-07-13,1319.99,1311.9335085459304
D108,1972-07-14,1325.67,1311.3637303873268
D108,1972-07-15,1333.21,1312.2294560263279
D108,1972-07-16,1333.21,1312.56
D108,1972-07-17,1333.21,1311.971206158878
D108,1972-07-18,1333.21,1311.82527814592
D108,1972-07-19,1345.46,1311.588616895216
D108,1972-07-20,1335.41,1311.9335085459304
D108,1972-07-21,1336.23,1311.3637303873268
D108,1972-07-22,1336.82,1312.2294560263279
D108,1972-07-23,1336.82,1312.56
D109,1972-07-10,1266.88,1259.2073855055637
D109,1972-07-11,1266.88,1259.1159598295394
D109,1972-07-12,1266.88,1258.876377665602
D109,1972-07-13,1266.88,1259.1785239833443
D109,1972-07-14,1272.33,1258.613916489164
D109,1972-07-15,1279.57,1259.4265873884822
D109,1972-07-16,1279.57,1259.75
D109,1972-07-17,1279.57,1259.2073855055637
D109,1972-07-18,1279.57,1259.1159598295394
D109,1972-07-19,1291.33,1258.876377665602
D109,1972-07-20,1281.68,1259.1785239833443
D109,1972-07-21,1282.47,1258.613916489164
D109,1972-07-22,1283.03,1259.4265873884822
D109,1972-07-23,1283.03,1259.75
D11,1972-10-03,2440.2,2442.132076200795
D11,1972-10-04,2439.7,2440.865023233898
D11,1972-10-05,2469.3,2435.875912644556
D11,1972-10-06,2434.4,2435.8492007529367
D11,1972-10-07,2438.2,2438.655177028769
D11,1972-10-08,2476.2,2444.3196221593803
D11,1972-10-09,2486.0,2444.5
D11,1972-10-10,2485.9,2442.132076200795
D11,1972-10-11,2458.6,2440.865023233898
D11,1972-10-12,2460.9,2435.875912644556
D11,1972-10-13,2443.9,2435.8492007529367
D11,1972-10-14,2447.3,2438.655177028769
D11,1972-10-15,2440.1,2444.3196221593803
D11,1972-10-16,2481.6,2444.5
D110,1972-07-10,1338.16,1330.0263973913236
D110,1972-07-11,1338.16,1329.8612401084356
D110,1972-07-12,1338.16,1329.6258917886207
D110,1972-07-13,1338.16,1329.9848865549218
D110,1972-07-14,1343.92,1329.4135286434664
D110,1972-07-15,1351.57,1330.2975358601336
D110,1972-07-16,1351.57,1330.63
D110,1972-07-17,1351.57,1330.0263973913236
D110,1972-07-18,1351.57,1329.8612401084356
D110,1972-07-19,1363.99,1329.6258917886207
D110,1972-07-20,1353.79,1329.9848865549218
D110,1972-07-21,1354.63,1329.4135286434664
D110,1972-07-22,1355.22,1330.2975358601336
D110,1972-07-23,1355.22,1330.63
D111,1972-10-03,9327.5,9206.767155501013
D111,1972-10-04,9333.8,9214.613548814581
D111,1972-10-05,9365.2,9230.432056838987
D111,1972-10-06,9356.6,9253.569550299015
D111,1972-10-07,9476.4,9237.486221518882
D111,1972-10-08,9436.1,9220.231718720615
D111,1972-10-09,9491.5,9208.3
D111,1972-10-10,9527.5,9206.767155501013
D111,1972-10-11,9557.3,9214.613548814581
D111,1972-10-12,9463.7,9230.432056838987
D111,1972-10-13,9432.9,9253.569550299015
D111,1972-10-14,9442.4,9237.486221518882
D111,1972-10-15,9458.7,9220.231718720615
D111,1972-10-16,9447.7,9208.3
D112,1972-10-03,7036.7,6944.816341839374
D112,1972-10-04,7051.1,6951.944430303354
D112,1972-10-05,7076.0,6963.609271746917
D112,1972-10-06,7069.5,6981.611408892364
D112,1972-10-07,7161.9,6969.257998586373
D112,1972-10-08,7131.5,6956.060285162729
D112,1972-10-09,7173.4,6946.699999999999
D112,1972-10-10,7200.6,6944.816341839374
D112,1972-10-11,7223.1,6951.944430303354
D112,1972-10-12,7152.4,6963.609271746917
D112,1972-10-13,7129.1,6981.611408892364
D112,1972-10-14,7137.5,6969.257998586373
D112,1972-10-15,7149.8,6956.060285162729
D112,1972-10-16,7141.5,6946.699999999999
D113,1972-10-03,7548.7,7450.461748290142
D113,1972-10-04,7561.7,7457.803512333226
D113,1972-10-05,7588.0,7470.37527927666
D113,1972-10-06,7581.1,7489.546742314192
D113,1972-10-07,7679.7,7476.336889010368
D113,1972-10-08,7647.1,7462.245351857454
D113,1972-10-09,7691.9,7452.3
D113,1972-10-10,7721.1,7450.461748290142
D113,1972-10-11,7745.2,7457.803512333226
D113,1972-10-12,7669.4,7470.37527927666
D113,1972-10-13,7644.5,7489.546742314192
D113,1972-10-14,7653.1,7476.336889010368
D113,1972-10-15,7666.3,7462.245351857454
D113,1972-10-16,7657.4,7452.3
D114,1972-10-03,6265.2,6765.0211272409
D114,1972-10-04,6143.0,6761.927532164458
D114,1972-10-05,6195.5,6776.009142303967
D114,1972-10-06,6558.6,6775.25644966664
D114,1972-10-07,6561.9,6767.564797149957
D114,1972-10-08,6646.0,6777.366443294533
D114,1972-10-09,6452.9,6759.7
D114,1972-10-10,6447.1,6765.0211272409
D114,1972-10-11,6488.3,6761.927532164458
D114,1972-10-12,6754.9,6776.009142303967
D114,1972-10-13,6742.1,6775.25644966664
D114,1972-10-14,6733.3,6767.564797149957
D114,1972-10-15,6929.2,6777.366443294533
D114,1972-10-16,6942.5,6759.7
D115,1972-10-03,8141.1,8442.767544326089
D115,1972-10-04,8161.3,8437.375645612938
D115,1972-10-05,7861.1,8467.086765282382
D115,1972-10-06,8052.7,8468.91300664582
D115,1972-10-07,7899.1,8456.580892250478
D115,1972-10-08,8121.6,8476.374128121966
D115,1972-10-09,8132.7,8442.7
D115,1972-10-10,8011.9,8442.767544326089
D115,1972-10-11,8106.5,8437.375645612938
D115,1972-10-12,7896.3,8467.086765282382
D115,1972-10-13,7914.7,8468.91300664582
D115,1972-10-14,7617.9,8456.580892250478
D115,1972-10-15,7681.8,8476.374128121966
D115,1972-10-16,7941.0,8442.7
D116,1972-10-03,7193.8,7768.067507703696
D116,1972-10-04,7053.4,7762.45421852778
D116,1972-10-05,7113.8,7779.033332327489
D116,1972-10-06,7530.7,7778.803770053643
D116,1972-10-07,7534.5,7770.096431327048
D116,1972-10-08,7631.0,7781.449731421597
D116,1972-10-09,7409.3,7761.6
D116,1972-10-10,7402.7,7768.067507703696
D116,1972-10-11,7449.9,7762.45421852778
D116,1972-10-12,7756.1,7779.033332327489
D116,1972-10-13,7741.4,7778.803770053643
D116,1972-10-14,7731.2,7770.096431327048
D116,1972-10-15,7956.2,7781.449731421597
D116,1972-10-16,7971.5,7761.6
D117,1972-10-03,1333.52,1323.436258941742
D117,1972-10-04,1337.1,1324.1404740164016
D117,1972-10-05,1337.1,1325.689973864413
D117,1972-10-06,1316.05,1323.6767338095533
D117,1972-10-07,1315.63,1324.9376465282114
D117,1972-10-08,1303.83,1325.3845779587925
D117,1972-10-09,1299.17,1323.4
D117,1972-10-10,1299.17,1323.436258941742
D117,1972-10-11,1271.57,1324.1404740164016
D117,1972-10-12,1255.7,1325.689973864413
D117,1972-10-13,1266.81,1323.6767338095533
D117,1972-10-14,1241.03,1324.9376465282114
D117,1972-10-15,1241.03,1325.3845779587925
D117,1972-10-16,1277.38,1323.4
D118,1972-10-03,9027.8,9119.768774497385
D118,1972-10-04,9059.8,9163.729226746755
D118,1972-10-05,9150.6,9180.90775478317
D118,1972-10-06,9060.0,9222.14239108859
D118,1972-10-07,9049.3,9166.985767180418
D118,1972-10-08,9313.4,9072.664961413502
D118,1972-10-09,9430.4,9088.4
D118,1972-10-10,9236.2,9119.768774497385
D118,1972-10-11,9010.0,9163.729226746755
D118,1972-10-12,8767.5,9180.90775478317
D118,1972-10-13,8792.5,9222.14239108859
D118,1972-10-14,8691.7,9166.985767180418
D118,1972-10-15,8850.6,9072.664961413502
D118,1972-10-16,8739.3,9088.4
D119,1972-10-03,8970.4,9061.764467671435
D119,1972-10-04,9002.2,9105.44495467344
D119,1972-10-05,9092.4,9122.518376891529
D119,1972-10-06,9002.4,9163.486145630304
D119,1972-10-07,8991.7,9108.67945833334
D119,1972-10-08,9254.2,9014.96352249969
D119,1972-10-09,9370.4,9030.6
D119,1972-10-10,9177.5,9061.764467671435
D119,1972-10-11,8952.7,9105.44495467344
D119,1972-10-12,8711.8,9122.518376891529
D119,1972-10-13,8736.5,9163.486145630304
D119,1972-10-14,8636.4,9108.67945833334
D119,1972-10-15,8794.3,9014.96352249969
D119,1972-10-16,8683.7,9030.6
D12,1972-10-03,3663.3,3671.155858575178
D12,1972-10-04,3670.6,3670.2617965788936
D12,1972-10-05,3704.1,3670.303980832193
D12,1972-10-06,3695.2,3668.746161073513
D12,1972-10-07,3675.7,3664.1662673171477
D12,1972-10-08,3678.5,3666.2051710165388
D12,1972-10-09,3706.6,3664.3
D12,1972-10-10,3693.7,3671.155858575178
D12,1972-10-11,3695.1,3670.2617965788936
D12,1972-10-12,3684.8,3670.303980832193
D12,1972-10-13,3705.9,3668.746161073513
D12,1972-10-14,3738.1,3664.1662673171477
D12,1972-10-15,3744.2,3666.2051710165388
D12,1972-10-16,3757.4,3664.3
D120,1972-10-03,5246.0,5231.284264694608
D120,1972-10-04,5277.5,5236.8362783693765
D120,1972-10-05,5310.9,5244.845808032371
D120,1972-10-06,5314.6,5254.682984651952
D120,1972-10-07,5354.0,5248.9838663861
D120,1972-10-08,5346.2,5235.157969437093
D120,1972-10-09,5370.4,5229.0
D120,1972-10-10,5342.6,5231.284264694608
D120,1972-10-11,5333.2,5236.8362783693765
D120,1972-10-12,5232.9,5244.845808032371
D120,1972-10-13,5285.6,5254.682984651952
D120,1972-10-14,5267.4,5248.9838663861
D120,1972-10-15,5299.3,5235.157969437093
D120,1972-10-16,5289.4,5229.0
D121,1972-10-03,6931.3,6912.015111018021
D121,1972-10-04,6962.1,6919.2422331387925
D121,1972-10-05,7005.3,6930.024434008027
D121,1972-10-06,7005.6,6942.863478898719
D121,1972-10-07,7051.0,6935.215682779573
D121,1972-10-08,7040.6,6917.106604077266
D121,1972-10-09,7072.5,6908.899999999999
D121,1972-10-10,7034.9,6912.015111018021
D121,1972-10-11,7022.5,6919.2422331387925
D121,1972-10-12,6890.5,6930.024434008027
D121,1972-10-13,6958.6,6942.863478898719
D121,1972-10-14,6933.8,6935.215682779573
D121,1972-10-15,6975.7,6917.106604077266
D121,1972-10-16,6962.7,6908.899999999999
D122,1972-10-03,5624.1,5608.373109220814
D122,1972-10-04,5655.6,5614.303410139593
D122,1972-10-05,5691.3,5622.923241889035
D122,1972-10-06,5694.3,5633.448252073453
D122,1972-10-07,5735.2,5627.304458891826
D122,1972-10-08,5726.8,5612.522439212681
D122,1972-10-09,5752.7,5605.9
D122,1972-10-10,5722.8,5608.373109220814
D122,1972-10-11,5712.7,5614.303410139593
D122,1972-10-12,5605.3,5622.923241889035
D122,1972-10-13,5661.5,5633.448252073453
D122,1972-10-14,5641.8,5627.304458891826
D122,1972-10-15,5675.9,5612.522439212681
D122,1972-10-16,5665.4,5605.9
D123,1972-10-03,9404.8,9551.56455551228
D123,1972-10-04,9528.2,9544.521926704832
D123,1972-10-05,9532.5,9554.459227220039
D123,1972-10-06,9583.6,9558.785278760033
D123,1972-10-07,9796.5,9540.641365303152
D123,1972-10-08,9812.1,9549.190745802065
D123,1972-10-09,9867.0,9540.3
D123,1972-10-10,9907.3,9551.56455551228
D123,1972-10-11,9914.1,9544.521926704832
D123,1972-10-12,9765.7,9554.459227220039
D123,1972-10-13,9944.9,9558.785278760033
D123,1972-10-14,9927.8,9540.641365303152
D123,1972-10-15,9901.3,9549.190745802065
D123,1972-10-16,9911.4,9540.3
D124,1972-10-03,1103.33,1120.50316070825
D124,1972-10-04,1117.81,1119.7777910429709
D124,1972-10-05,1118.31,1120.890788051394
D124,1972-10-06,1124.3,1121.4677378206432
D124,1972-10-07,1149.29,1119.328911530319
D124,1972-10-08,1151.12,1120.4772607729583
D124,1972-10-09,1157.55,1119.23
D124,1972-10-10,1162.28,1120.50316070825
D124,1972-10-11,1163.08,1119.7777910429709
D124,1972-10-12,1145.67,1120.890788051394
D124,1972-10-13,1166.69,1121.4677378206432
D124,1972-10-14,1164.69,1119.328911530319
D124,1972-10-15,1161.58,1120.4772607729583
D124,1972-10-16,1162.77,1119.23
D125,1972-10-03,625.63,628.5378161618931
D125,1972-10-04,623.3,630.0878385178977
D125,1972-10-05,634.31,629.6414904417697
D125,1972-10-06,645.17,631.369133114266
D125,1972-10-07,645.05,631.7333686151956
D125,1972-10-08,649.36,630.2035211920471
D125,1972-10-09,647.77,629.59
D125,1972-10-10,647.59,628.5378161618931
D125,1972-10-11,645.47,630.0878385178977
D125,1972-10-12,645.29,629.6414904417697
D125,1972-10-13,645.19,631.369133114266
D125,1972-10-14,651.87,631.7333686151956
D125,1972-10-15,651.23,630.2035211920471
D125,1972-10-16,647.68,629.59
D126,1972-10-03,956.46,952.0618270992132
D126,1972-10-04,956.46,953.3881021159838
D126,1972-10-05,964.56,953.3804338541315
D126,1972-10-06,966.13,954.5880430925876
D126,1972-10-07,958.21,954.6672770355474
D126,1972-10-08,949.52,953.9528672889811
D126,1972-10-09,949.52,953.58
D126,1972-10-10,949.74,952.0618270992132
D126,1972-10-11,947.85,953.3881021159838
D126,1972-10-12,949.39,953.3804338541315
D126,1972-10-13,982.37,954.5880430925876
D126,1972-10-14,982.37,954.6672770355474
D126,1972-10-15,962.7,953.9528672889811
D126,1972-10-16,960.64,953.58
D127,1972-10-03,10688.5,10705.461898040196
D127,1972-10-04,10750.3,10704.362342257864
D127,1972-10-05,10805.4,10693.533305652809
D127,1972-10-06,10819.6,10687.524142875885
D127,1972-10-07,10817.8,10689.800282132424
D127,1972-10-08,10841.3,10693.977248424959
D127,1972-10-09,10836.4,10698.6
D127,1972-10-10,10933.5,10705.461898040196
D127,1972-10-11,10848.8,10704.362342257864
D127,1972-10-12,10972.3,10693.533305652809
D127,1972-10-13,10953.5,10687.524142875885
D127,1972-10-14,10964.6,10689.800282132424
D127,1972-10-15,11086.4,10693.977248424959
D127,1972-10-16,11087.2,10698.6
D128,1972-01-12,1880.0,1794.4767247048055
D128,1972-01-13,1890.0,1802.809413718505
D128,1972-01-14,2050.0,1824.3148524189094
D128,1972-01-15,2080.0,1819.2560775489026
D128,1972-01-16,2100.0,1838.5449791494557
D128,1972-01-17,2160.0,1799.073073835874
D128,1972-01-18,2170.0,1810.0
D128,1972-01-19,2190.0,1794.4767247048055
D128,1972-01-20,2200.0,1802.809413718505
D128,1972-01-21,2110.0,1824.3148524189094
D128,1972-01-22,2090.0,1819.2560775489026
D128,1972-01-23,2080.0,1838.5449791494557
D128,1972-01-24,2080.0,1799.073073835874
D128,1972-01-25,2100.0,1810.0
D129,1972-01-12,11800.0,11701.600782162905
D129,1972-01-13,11700.0,11820.762766560343
D129,1972-01-14,14200.0,11895.117391996511
D129,1972-01-15,14200.0,11923.582711675963
D129,1972-01-16,13800.0,11872.684616408666
D129,1972-01-17,14400.0,11699.87091814575
D129,1972-01-18,13200.0,11700.0
D129,1972-01-19,13000.0,11701.600782162905
D129,1972-01-20,12900.0,11820.762766560343
D129,1972-01-21,11700.0,11895.117391996511
D129,1972-01-22,11200.0,11923.582711675963
D129,1972-01-23,10600.0,11872.684616408666
D129,1972-01-24,10400.0,11699.87091814575
D129,1972-01-25,10100.0,11700.0
D13,1972-10-03,7208.4,7235.03494890636
D13,1972-10-04,7262.7,7236.663207869852
D13,1972-10-05,7251.2,7231.113147166811
D13,1972-10-06,7320.4,7216.545980094792
D13,1972-10-07,7342.0,7227.44715789018
D13,1972-10-08,7528.6,7232.652021988433
D13,1972-10-09,7600.2,7230.900000000001
D13,1972-10-10,7608.8,7235.03494890636
D13,1972-10-11,7658.5,7236.663207869852
D13,1972-10-12,7639.8,7231.113147166811
D13,1972-10-13,7655.0,7216.545980094792
D13,1972-10-14,7729.7,7227.44715789018
D13,1972-10-15,7741.4,7232.652021988433
D13,1972-10-16,7751.3,7230.900000000001
D130,1973-04-26,5670.7845,5999.147833244098
D130,1973-04-27,5724.9035,5967.7536495943295
D130,1973-04-28,5447.6307,5956.7053775575905
D130,1973-04-29,5359.9761,5953.7098381936685
D130,1973-04-30,5343.6734,6017.4820356610135
D130,1973-05-01,5597.2838,5994.136681759465
D130,1973-05-02,5559.4892,5978.4593
D130,1973-05-03,5468.7955,5999.147833244098
D130,1973-05-04,5343.6223,5967.7536495943295
D130,1973-05-05,5509.8684,5956.7053775575905
D130,1973-05-06,5520.309,5953.7098381936685
D130,1973-05-07,5572.1625,6017.4820356610135
D130,1973-05-08,5612.5263,5994.136681759465
D130,1973-05-09,5355.5576,5978.4593
D131,1972-10-20,11000.0,10982.948246754304
D131,1972-10-21,11000.0,10977.123425934391
D131,1972-10-22,11000.0,11022.945703578822
D131,1972-10-23,11000.0,11011.834561465264
D131,1972-10-24,12000.0,11008.400585720252
D131,1972-10-25,12000.0,11005.771120505895
D131,1972-10-26,12000.0,11000.0
D131,1972-10-27,10000.0,10982.948246754304
D131,1972-10-28,10000.0,10977.123425934391
D131,1972-10-29,10000.0,11022.945703578822
D131,1972-10-30,11000.0,11011.834561465264
D131,1972-10-31,11000.0,11008.400585720252
D131,1972-11-01,11000.0,11005.771120505895
D131,1972-11-02,11000.0,11000.0
D132,1970-11-16,11000.0,11025.786453886503
D132,1970-11-17,11000.0,11225.43453552303
D132,1970-11-18,11000.0,11302.812213016943
D132,1970-11-19,11000.0,11190.298406137164
D132,1970-11-20,11000.0,10862.710754122363
D132,1970-11-21,11000.0,10702.037954917141
D132,1970-11-22,11000.0,11000.0
D132,1970-11-23,11000.0,11025.786453886503
D132,1970-11-24,10000.0,11225.43453552303
D132,1970-11-25,10000.0,11302.812213016943
D132,1970-11-26,11000.0,11190.298406137164
D132,1970-11-27,11500.0,10862.710754122363
D132,1970-11-28,11500.0,10702.037954917141
D132,1970-11-29,11500.0,11000.0
D133,1970-06-19,8000.0,7988.652992430717
D133,1970-06-20,8000.0,7864.1901547275365
D133,1970-06-21,7500.0,8188.051013713642
D133,1970-06-22,7500.0,7905.84439244426
D133,1970-06-23,7500.0,7843.6207328961755
D133,1970-06-24,7500.0,7883.9191894282
D133,1970-06-25,7500.0,8000.000000000001
D133,1970-06-26,7500.0,7988.652992430717
D133,1970-06-27,7500.0,7864.1901547275365
D133,1970-06-28,8500.0,8188.051013713642
D133,1970-06-29,8500.0,7905.84439244426
D133,1970-06-30,9500.0,7843.6207328961755
D133,1970-07-01,9500.0,7883.9191894282
D133,1970-07-02,9500.0,8000.000000000001
D134,1970-05-17,800.0,890.1821774376383
D134,1970-05-18,800.0,887.7887322077065
D134,1970-05-19,800.0,872.251256256369
D134,1970-05-20,800.0,871.182095769989
D134,1970-05-21,800.0,882.9199907711778
D134,1970-05-22,800.0,895.8140627270362
D134,1970-05-23,800.0,899.9999999999999
D134,1970-05-24,600.0,890.1821774376383
D134,1970-05-25,600.0,887.7887322077065
D134,1970-05-26,600.0,872.251256256369
D134,1970-05-27,600.0,871.182095769989
D134,1970-05-28,600.0,882.9199907711778
D134,1970-05-29,600.0,895.8140627270362
D134,1970-05-30,5400.0,899.9999999999999
D135,1970-05-21,8000.0,7229.730086699222
D135,1970-05-22,8000.0,7163.29643744474
D135,1970-05-23,8000.0,7258.70567754328
D135,1970-05-24,8000.0,6592.825948244619
D135,1970-05-25,8000.0,6461.071588869973
D135,1970-05-26,8000.0,6832.173986114926
D135,1970-05-27,7000.0,7999.999999999999
D135,1970-05-28,7000.0,7229.730086699222
D135,1970-05-29,7000.0,7163.29643744474
D135,1970-05-30,7000.0,7258.70567754328
D135,1970-05-31,7000.0,6592.825948244619
D135,1970-06-01,5500.0,6461.071588869973
D135,1970-06-02,8000.0,6832.173986114926
D135,1970-06-03,8000.0,7999.999999999999
D136,1970-04-21,3000.0,2838.5269280222647
D136,1970-04-22,3000.0,2917.9730366911053
D136,1970-04-23,3000.0,2888.2044980508413
D136,1970-04-24,3000.0,2877.894320112592
D136,1970-04-25,3000.0,2917.7362758863123
D136,1970-04-26,3000.0,3021.3684487722426
D136,1970-04-27,3000.0,3000.0
D136,1970-04-28,2500.0,2838.5269280222647
D136,1970-04-29,2500.0,2917.9730366911053
D136,1970-04-30,2500.0,2888.2044980508413
D136,1970-05-01,2500.0,2877.894320112592
D136,1970-05-02,2500.0,2917.7362758863123
D136,1970-05-03,1500.0,3021.3684487722426
D136,1970-05-04,2000.0,3000.0
D137,1970-06-08,2900.0,2931.3806481035476
D137,1970-06-09,1900.0,3044.833932328412
D137,1970-06-10,1900.0,2985.0371244971093
D137,1970-06-11,1900.0,3018.2829296389195
D137,1970-06-12,1900.0,3133.3925415486333
D137,1970-06-13,1900.0,3147.6105088124605
D137,1970-06-14,1900.0,2900.0
D137,1970-06-15,1500.0,2931.3806481035476
D137,1970-06-16,1500.0,3044.833932328412
D137,1970-06-17,1500.0,2985.0371244971093
D137,1970-06-18,1500.0,3018.2829296389195
D137,1970-06-19,1500.0,3133.3925415486333
